257,644,323,644,323,677,257,677,KOPI
338,644,406,644,406,682,338,682,SUSU
226,644,240,644,240,675,226,675,1
652,645,748,645,748,682,652,682,17.500
240,687,359,689,358,727,240,726,+DINGIN
257,737,320,737,320,769,257,769,KOPI
339,737,407,737,407,771,339,771,SUSU
226,736,238,736,238,768,226,768,1
651,739,748,739,748,774,651,774,17.500
241,780,355,779,356,813,241,814,+DINGIN
256,820,319,820,320,852,256,853,NASI
338,818,441,818,441,855,338,855,GORENG
226,821,240,821,240,854,226,854,1
647,822,746,822,746,855,647,855,22.500
238,864,369,863,369,897,238,898,+SPESIAL
251,911,352,911,352,944,251,944,BAKPIA
369,909,467,909,467,947,369,947,KACANG
479,908,502,907,502,945,479,946,H
221,907,235,908,234,943,221,943,1
659,912,744,912,744,948,659,948,4.000
216,1000,349,1000,349,1038,216,1038,Subtotal
648,1003,746,1003,746,1036,648,1036,61.500
213,1048,296,1048,296,1083,213,1083,Total
645,1047,746,1047,746,1084,645,1084,61.500
213,1133,286,1133,286,1172,213,1172,CASH
647,1132,747,1133,747,1169,648,1169,70.000
209,1182,363,1182,363,1222,209,1222,Kembalian
658,1175,747,1175,747,1218,658,1218,8.500
